pid,num,question,answer
100007940907,7,音量大吗,还行 挺大的
100007940907,7,音量大吗,音量不大，拆了退不了也没用过，然后买了别的来用。
100007940907,7,音量大吗,可以的
100007940907,7,音量大吗,一般怎么说呢我手机可能还比他声音大点不过听着感觉还可以
100007940907,7,音量大吗,低音炮你想要多大嘛开玩笑
100007940907,7,音量大吗,可以
100007940907,7,音量大吗,这个价钱说实话 我觉得可以 性价比可以了 音量的话 可以 我在工地听电子书 中音量 差不多听了4天 32个小时
100007940907,8,充电是USB接口吗,是的
100007940907,8,充电是USB接口吗,对的，音质也挺好
100007940907,8,充电是USB接口吗,是
100007940907,8,充电是USB接口吗,是的
100007940907,8,充电是USB接口吗,蓝牙、USB
100007940907,8,充电是USB接口吗,对
100007940907,8,充电是USB接口吗,是的，用手机充电器就可以充电了
100007940907,8,充电是USB接口吗,是的
100007940907,8,充电是USB接口吗,有
100007940907,9,可以连接华为手机音乐播放器吗？,可以
100007940907,9,可以连接华为手机音乐播放器吗？,应该什么手机都可以连接
100007940907,9,可以连接华为手机音乐播放器吗？,链接蓝牙就可以
100007940907,9,可以连接华为手机音乐播放器吗？,可以！我的就是华为手机！
100007940907,9,可以连接华为手机音乐播放器吗？,只要带蓝牙的设备都能连接
100007940907,9,可以连接华为手机音乐播放器吗？,可以呀
100007940907,9,可以连接华为手机音乐播放器吗？,可以连接器！电池好！
100007940907,9,可以连接华为手机音乐播放器吗？,可以
100007940907,9,可以连接华为手机音乐播放器吗？,连蓝牙就行。我使用的就是华为手机
100007940907,9,可以连接华为手机音乐播放器吗？,可以
100007940907,10,能充电吗,能
100007940907,10,能充电吗,可以
100007940907,10,能充电吗,能
100007940907,10,能充电吗,能
100007940907,10,能充电吗,可以充
100007940907,10,能充电吗,可以充电
100007940907,10,能充电吗,能
100007940907,10,能充电吗,可以呀
100007940907,10,能充电吗,语音没有用的，控制不了的。
100007940907,10,能充电吗,就是充电的呀
100065488690,1,可以连接手机蓝牙吗,我的这款没有蓝牙功能，买的时候注意看一下，有些是带蓝牙功能的。
100065488690,2,这是一个usB头。一个圆头，怎么接,无回答
100065488690,3,玩大型单机的时候会有电流声吗？,无回答
100065488690,4,你们的是不是在电脑关闭结束时音箱会有很大的一声声响,无回答
100065488690,5,可以连接我的CD机吗？用连接线把CD机的输出插孔和音箱主机连起来，从而把音乐从两个小音响放出来，行吗,无回答
100038595820,1,有很大的开机提示声吗？,声音还行
100038595820,1,有很大的开机提示声吗？,有，声音不大。
100038595820,1,有很大的开机提示声吗？,还行吧。
100038595820,1,有很大的开机提示声吗？,是
100038595820,1,有很大的开机提示声吗？,有提示音，大小取决于你音量键调多大
100038595820,1,有很大的开机提示声吗？,没有声音
100038595820,1,有很大的开机提示声吗？,看个人感觉不算大
100038595820,1,有很大的开机提示声吗？,没有
100038595820,3,能直接插在USB插板上供电吗,可以的，我就是这样用的，电流有1A就行
100038595820,3,能直接插在USB插板上供电吗,可以的
100038595820,3,能直接插在USB插板上供电吗,可以呀，放心插吧
100038595820,3,能直接插在USB插板上供电吗,可以。这个音箱一般是搭配电脑使用，如果可以建议首选机箱usb插口。
100038595820,3,能直接插在USB插板上供电吗,普通USB接口都行，他只负责供电
100038595820,3,能直接插在USB插板上供电吗,可以
100038595820,3,能直接插在USB插板上供电吗,不建议
100038595820,4,蓝牙款音质好还是没有蓝牙的好,蓝牙有延迟
100038595820,4,蓝牙款音质好还是没有蓝牙的好,都差不多
100038595820,4,蓝牙款音质好还是没有蓝牙的好,别问，问就都好
100038595820,4,蓝牙款音质好还是没有蓝牙的好,效果都一样的
100038595820,4,蓝牙款音质好还是没有蓝牙的好,我买的带蓝牙的 音质蛮不错的
100038595820,4,蓝牙款音质好还是没有蓝牙的好,都差不多
100038595820,5,可以关闭灯光吗？，不是关闭声音,中间这个调音量的圆的上的灯光关不了，边上那一大圈的可以关的
100038595820,5,可以关闭灯光吗？，不是关闭声音,可以，也可以调颜色
100038595820,5,可以关闭灯光吗？，不是关闭声音,四周环绕的光带可以关闭，中间旋钮蓝色指示灯常亮。
100038595820,5,可以关闭灯光吗？，不是关闭声音,可以
100038595820,5,可以关闭灯光吗？，不是关闭声音,可以
100038595820,6,有没有滋滋的电流声,有
100038595820,6,有没有滋滋的电流声,没有唉
100038595820,6,有没有滋滋的电流声,没有
100038595820,6,有没有滋滋的电流声,没有！
100038595820,6,有没有滋滋的电流声,没有
100038595820,7,蓝牙的会出现延迟嘛？,还可以
100038595820,7,蓝牙的会出现延迟嘛？,不会，我觉得还挺好的，
100038595820,7,蓝牙的会出现延迟嘛？,不会
100038595820,7,蓝牙的会出现延迟嘛？,不会
100038595820,7,蓝牙的会出现延迟嘛？,还可以，这个价位很值了
100038595820,8,音质怎么样？,音质很不错
100038595820,8,音质怎么样？,低音比那种低音炮差一点 其他还好
100038595820,8,音质怎么样？,还行
100038595820,8,音质怎么样？,一般，就当买了个灯。
100038595820,9,可以语音聊天吗,不能，没有麦克风
100038595820,9,可以语音聊天吗,听个响
100038595820,9,可以语音聊天吗,不能，就是电脑音箱
100038595820,10,6002s灯光带可以设置开机默认关闭吗,我用了一个多月了，感觉不能关闭后启动又亮了
100038595820,10,6002s灯光带可以设置开机默认关闭吗,按你设定的
100038595820,10,6002s灯光带可以设置开机默认关闭吗,可以
10058306155671,1,可远程遥控吗？,可以。
10058306155671,1,可远程遥控吗？,可以的
10058306155671,1,可远程遥控吗？,可以语音遥控
10058306155671,1,可远程遥控吗？,可以，但是不太好用
10058306155671,2,不连网可以听歌吗？,蓝牙
10058306155671,2,不连网可以听歌吗？,送一年会员，可以听
10058306155671,2,不连网可以听歌吗？,可以，部分歌曲需要开通vip
10058306155671,2,不连网可以听歌吗？,不可以 而且送的会员不是qq 音乐 也不是酷狗。是他们自己的会员 两年后你还要花好几百买他们的会员才能用这个东西 就像现在买电视机还要单独买会员一样  他们主图没写 我没有注意 霸王条款 买了激活就不给退！
10058306155671,3,这个跟小米pro比，哪个好,没用过小米
10058306155671,3,这个跟小米pro比，哪个好,没买过吃米，但我觉得吃度挺好用的，要买会员版才合算
10058306155671,3,这个跟小米pro比，哪个好,不可以 而且送的会员不是qq 音乐 也不是酷狗。是他们自己的会员 两年后你还要花好几百买他们的会员才能用这个东西 就像现在买电视机还要单独买会员一样  他们主图没写 我没有注意 霸王条款 买了激活就不给退！
10058306155671,4,只有插上电源才能用吗,是的，插上电才能用
10058306155671,4,只有插上电源才能用吗,对的，要链接线的
10058306155671,4,只有插上电源才能用吗,是的。不支持无线
10058306155671,5,买过的朋友这款音质怎样,很好
10058306155671,5,买过的朋友这款音质怎样,比白色那款稍微好一些。
10058306155671,6,手机里有酷狗会员，音响可以一起用吗,没有问题
10058306155671,6,手机里有酷狗会员，音响可以一起用吗,不可一起，音响会员只能在App上听
10058306155671,7,户外没有电源能用吗？,不可以哦，不带充电功能
10058306155671,7,户外没有电源能用吗？,不行的
10058306155671,8,亲们这款金刚听歌效果咋样，家里听歌哪款好些，需要买会员吗，要买会员后激活哪款音乐歌曲多些呢，谢谢,不好用，会员音质，杂交音源，没有原APP里的音效，小度VIP会员不如APP蓝牙传音质好。
10058306155671,8,亲们这款金刚听歌效果咋样，家里听歌哪款好些，需要买会员吗，要买会员后激活哪款音乐歌曲多些呢，谢谢,音质不错，最好再买个会员，两年的会员也比较便宜，最主要不用试听几秒钟就没了。
10058306155671,9,小度什么产品能听歌，老人用比较方便,小度音箱
10058306155671,9,小度什么产品能听歌，老人用比较方便,老人可以用小度智能屏，可视的。哪款都能听
10058306155671,10,2年会员过了，是不是需要重新续费会员才能听歌,只能听不用会员就可以听的那些
10058306155671,10,2年会员过了，是不是需要重新续费会员才能听歌,而且送的会员不是qq 音乐 也不是酷狗。是他们自己的会员 两年后你还要花好几百买他们的会员才能用这个东西 就像现在买电视机还要单独买会员一样  他们主图没写 我没有注意 霸王条款 买了激活就不给退！
100058812131,1,充电时可以使用吗,音响充电不能用
100058812131,1,充电时可以使用吗,可以，听听小说还行
100058812131,1,充电时可以使用吗,没有试过
100058812131,2,是充电的吗,充电得
100058812131,2,是充电的吗,对
100058812131,2,是充电的吗,是
100058812131,3,我买的小音箱怎么用了没多久就冲不了电了,用的还可以
100058812131,3,我买的小音箱怎么用了没多久就冲不了电了,问客服
100058812131,4,电池充满后能连续使用几小时,听小说3-4个小时
100058812131,4,电池充满后能连续使用几小时,不懂
100058812131,5,是充电词吗,对
100058812131,5,是充电词吗,是充电的
100058812131,6,电池大概能用多久,一天没问题
100058812131,6,电池大概能用多久,应该是5到8个小时
100058812131,7,它防水吗,那不知道哦，我没让它碰水呢
100058812131,8,是不是不能调音量,音响上不可以，只能在手机上调
100058812131,9,能连接ip吗,可以 但这个蓝牙音质不行 用了一次就没用了
100058812131,10,type-c充电吗,充电
100026812340,1,银色和黑色 哪个更好看,银色好看
100026812340,1,银色和黑色 哪个更好看,两个都有，还是觉得银色好看
100026812340,1,银色和黑色 哪个更好看,银色
100026812340,1,银色和黑色 哪个更好看,银色的
100026812340,1,银色和黑色 哪个更好看,看个人喜欢哪个，都不错
100026812340,1,银色和黑色 哪个更好看,银色高端大气
100026812340,1,银色和黑色 哪个更好看,银
100026812340,1,银色和黑色 哪个更好看,银色
100026812340,1,银色和黑色 哪个更好看,银色
100026812340,1,银色和黑色 哪个更好看,白色帅
100026812340,2,音质和苹果音响比怎么样？,音质好
100026812340,2,音质和苹果音响比怎么样？,很不错 值得入手
100026812340,2,音质和苹果音响比怎么样？,音质还行 就是语音系统不太智能
100026812340,2,音质和苹果音响比怎么样？,价格决定品质
100026812340,2,音质和苹果音响比怎么样？,支持国货！只用过小米和华为的
100026812340,2,音质和苹果音响比怎么样？,音质还好，苹果的就不知道了，比较轻还行
100026812340,2,音质和苹果音响比怎么样？,挺好的
100026812340,2,音质和苹果音响比怎么样？,智能音响还比什么？
100026812340,3,支持手机蓝牙通话吗,支持的
100026812340,3,支持手机蓝牙通话吗,支持呀
100026812340,3,支持手机蓝牙通话吗,当然支持，选银色的更耐看
100026812340,3,支持手机蓝牙通话吗,还真没试过
100026812340,3,支持手机蓝牙通话吗,支持的
100026812340,3,支持手机蓝牙通话吗,没有这种需求，没有试过
100026812340,3,支持手机蓝牙通话吗,没有尝试过
100026812340,3,支持手机蓝牙通话吗,不支持，而且蓝牙容易断联，麻烦。我用的华为手机，不知道小米手机蓝牙连接会不会稳定些
100026812340,4,闹钟功能好用么?,好用
100026812340,4,闹钟功能好用么?,两个音箱组成立体声效果还是非常好的。
100026812340,4,闹钟功能好用么?,还好
100026812340,4,闹钟功能好用么?,挺好的
100026812340,4,闹钟功能好用么?,好用
100026812340,5,可以播放外接SD卡或者U盘的音乐吗？,不可以，蓝牙或小米手机秒播推送
100026812340,5,可以播放外接SD卡或者U盘的音乐吗？,不可以
100026812340,5,可以播放外接SD卡或者U盘的音乐吗？,可以凿个洞把U盘塞进去，问题不大
100026812340,5,可以播放外接SD卡或者U盘的音乐吗？,不可以的
100026812340,5,可以播放外接SD卡或者U盘的音乐吗？,不行
100026812340,5,可以播放外接SD卡或者U盘的音乐吗？,不可以只能蓝牙连接或让小爱同学播放音乐
100026812340,5,可以播放外接SD卡或者U盘的音乐吗？,不能
100026812340,6,用来当电脑PC音箱怎么样，看电影之类的不是单纯听音乐,蓝牙连上，啥都可以做，好像多了个人帮你，太好用了。
100026812340,6,用来当电脑PC音箱怎么样，看电影之类的不是单纯听音乐,音效可以
100026812340,6,用来当电脑PC音箱怎么样，看电影之类的不是单纯听音乐,相当可以
100026812340,6,用来当电脑PC音箱怎么样，看电影之类的不是单纯听音乐,还行，我拿他打游戏都没问题
100026812340,6,用来当电脑PC音箱怎么样，看电影之类的不是单纯听音乐,可以的 效果很好
100026812340,6,用来当电脑PC音箱怎么样，看电影之类的不是单纯听音乐,可以的
100026812340,6,用来当电脑PC音箱怎么样，看电影之类的不是单纯听音乐,音量太小 买bose吧
100026812340,7,苹果设备连接会不会有延迟,蓝牙很快，隔空投送有点延迟
100026812340,7,苹果设备连接会不会有延迟,不会 除非停电了
100026812340,7,苹果设备连接会不会有延迟,并不会
100026812340,7,苹果设备连接会不会有延迟,没有延迟
100026812340,7,苹果设备连接会不会有延迟,音效扩展意义不大
100026812340,7,苹果设备连接会不会有延迟,不会我的平板基本上秒连
100026812340,7,苹果设备连接会不会有延迟,我买得起苹果的话还会买这个音响吗
100026812340,8,能放浴室吗？,可以。
100026812340,8,能放浴室吗？,买回来想放哪就放哪
100026812340,8,能放浴室吗？,可以边游泳边听
100026812340,8,能放浴室吗？,别进水就行
100026812340,8,能放浴室吗？,不泡水就可以
100026812340,8,能放浴室吗？,要接电的
100026812340,9,这个可以自己联网，自己搜索那种播放么,小爱音响APP里可以搜索播放
100026812340,9,这个可以自己联网，自己搜索那种播放么,可以   你说啥它都能理解的
100026812340,9,这个可以自己联网，自己搜索那种播放么,绑定自己小米账号后可通过手机app&ldquo;小爱音箱&rdquo;绑定自己的qq音乐等进行操作，然后也可以通过唤醒&ldquo;小爱同学&rdquo;让她做事
100026812340,9,这个可以自己联网，自己搜索那种播放么,手动操作app联网 语音指令控制不需要动手
100026812340,9,这个可以自己联网，自己搜索那种播放么,可以，全智能
100026812340,9,这个可以自己联网，自己搜索那种播放么,绑定小米账号先
100026812340,10,你们喊小爱同学，识别灵敏吗,灵
100026812340,10,你们喊小爱同学，识别灵敏吗,不灵敏。开最大声它就是个聋子
100026812340,10,你们喊小爱同学，识别灵敏吗,很灵的
100026812340,10,你们喊小爱同学，识别灵敏吗,很灵
100026812340,10,你们喊小爱同学，识别灵敏吗,很灵，睡房间都能听到，开再大声也能听到
100026812340,10,你们喊小爱同学，识别灵敏吗,可以
10093933158633,1,哪个颜色好看 求推荐,无回答
10055828432918,1,你好 怎么送蓝牙接收器,买一个，或者商家送一个，把音频输入线插到蓝牙接受器上就行
10055828432918,1,你好 怎么送蓝牙接收器,好评就行，不过那玩意很廉价，效果很差还有杂音
10055828432918,1,你好 怎么送蓝牙接收器,没要
10055828432918,1,你好 怎么送蓝牙接收器,用线
10055828432918,1,你好 怎么送蓝牙接收器,送了，没试
10055828432918,2,买的时候不自带蓝牙接收器的吗请问,买的时候不带，好评后免费送
10055828432918,2,买的时候不自带蓝牙接收器的吗请问,没有带
10055828432918,2,买的时候不自带蓝牙接收器的吗请问,给了好评才送一个
10055828432918,2,买的时候不自带蓝牙接收器的吗请问,要评价后送蓝牙，我没有评价。
10055828432918,2,买的时候不自带蓝牙接收器的吗请问,手机自带的，蓝牙耳机自带的，手机开蓝牙就可以连
10055828432918,4,能连电视吗？,可以的，有给配套的线
10055828432918,4,能连电视吗？,可以连电视电脑 还有带插孔的手机
10055828432918,5,能赠送蓝牙接收器吗？,找客服要有的
10055828432918,5,能赠送蓝牙接收器吗？,需要&hellip;&hellip;你懂的，具体看介绍页嘛
10055828432918,5,能赠送蓝牙接收器吗？,没送
10055828432918,6,这个低音炮放哪，电视电脑都没地方放中间啊,低音炮不强制要求放中间，如果想放中间，建议搭个书架，或者买个支架钉墙体
10055828432918,6,这个低音炮放哪，电视电脑都没地方放中间啊,电脑就别购买这种了 我就单纯的就蓝牙连接听歌
10055828432918,7,这音响连不了蓝牙，还要蓝牙接收器才行吗？,是的
10055828432918,7,这音响连不了蓝牙，还要蓝牙接收器才行吗？,蓝牙接收器
10055828432918,8,户外用可以吗？,户外买琉璃好一点
10055828432918,8,户外用可以吗？,户外买广场舞音响，这个用做户外声音大小只能说够用
10055828432918,9,可以蓝牙连接手机吗,正常是不带蓝牙 但是送的有一个第三方的蓝牙接收器 只要插上去 手机就可以连了
10055828432918,10,户外用可以吗？,得带逆变器在车上能用
10051903829953,2,能连接蓝牙耳机吗？,好像不行，带蓝牙的音乐播放器，手机可以用蓝牙连这个音响
10051903829953,3,音箱重么！？,不重
10051903829953,4,请问户外听音量够大吗？,无回答
10051903829953,5,现在的飞利浦音响是哪个工厂生产的,无回答
100066870635,1,可以连蓝牙吗,可以的
100066870635,1,可以连蓝牙吗,可以呀
100066870635,1,可以连蓝牙吗,可以
100066870635,2,有充电器吗？,当然有
100066870635,2,有充电器吗？,只有一根数据线。普通安卓插头就可以
100066870635,3,声音大吗,大
100066870635,3,声音大吗,非常大
100066870635,4,农贸市场收款声音大吗,没有具体测试过，声音很大，应该够用！
100066870635,5,有u盘插口吗,有的
100066870635,6,喇叭直径是多少，音响效果好吗,不是买来听歌的话，还可以。
100066870635,7,能链接电脑吗,好像不能
100066870635,8,可可充电？有充电器吗？,可以
100066870635,9,可以充电吗,可以，正常的手机充电线能用
100066870635,10,能删除出U盘歌曲吗,这款不能
100057044920,1,接入主机任意一个usb接口都可以吗？,可以的
100057044920,1,接入主机任意一个usb接口都可以吗？,是的，插上就能用
100057044920,1,接入主机任意一个usb接口都可以吗？,是的
100057044920,1,接入主机任意一个usb接口都可以吗？,是的
100057044920,2,开关机有声音吗,没有，静音的，不喜欢那种有声音的
100057044920,2,开关机有声音吗,没有
100057044920,2,开关机有声音吗,没有
100057044920,3,连上ps4 调到最大音量还是有点轻 是正常的嘛,就是不高，估计你的ps4对外供电不足
100057044920,3,连上ps4 调到最大音量还是有点轻 是正常的嘛,这个声音很大，接电脑用的呢，ps不知道
100057044920,3,连上ps4 调到最大音量还是有点轻 是正常的嘛,PS4我没有用过，用过PS5和电脑，系统声音拉满音响旋钮那个拉满声音很大的，我耳朵都要聋了，你这个声音有点轻，可能是系统声音设置没有拉满
100057044920,4,只要USB线不需要音频线吗,是的 不需要
100057044920,4,只要USB线不需要音频线吗,插上就能用
100057044920,5,就一个usb线就可以吗，不需要音频线吗,是的 不需要
100057044920,5,就一个usb线就可以吗，不需要音频线吗,不需要
100057044920,6,usb线有好长？,目测一米左右
100057044920,6,usb线有好长？,always
100057044920,7,"有旋钮开关,可以开关机和调音量吗",没有关机键。只能调音量
100057044920,7,"有旋钮开关,可以开关机和调音量吗",可以调节音量
100057044920,8,这个有重低音的震感么？,有低音，不震撼
100057044920,8,这个有重低音的震感么？,沒有
100057044920,9,可以接电视吗？,这是电脑用的很小，接应该也能接但是看起来太别扭了
100057044920,10,有麦克风吗,没有
10071074443673,1,电脑没蓝牙能用吗,无回答
10071074443673,2,可以插U盘吗？,无回答
100012222648,1,音量大吗,还可以，音响可以麦不行
100012222648,1,音量大吗,大的很呢，音效也不错
100012222648,1,音量大吗,大
100012222648,1,音量大吗,音质不行，音量倒是可以调的很大
100012222648,1,音量大吗,还可以
100012222648,1,音量大吗,一般，看模式，而且有杂音，音质很一般
100012222648,1,音量大吗,还行
100012222648,1,音量大吗,在室内音量挺大的。室外也不错
100012222648,1,音量大吗,可以
100012222648,2,这款PC模式是怎么连接的，为什么直接电脑USB并没反应？,音响开机之后，再按一下开机键就进入pc模式了
100012222648,2,这款PC模式是怎么连接的，为什么直接电脑USB并没反应？,调成 PC 模式后电脑自动就识别到了
100012222648,2,这款PC模式是怎么连接的，为什么直接电脑USB并没反应？,不是有3.5mm的线吗，USB接的那个充电
100012222648,2,这款PC模式是怎么连接的，为什么直接电脑USB并没反应？,连上usb后按一下开关键
100012222648,2,这款PC模式是怎么连接的，为什么直接电脑USB并没反应？,你线插错了
100012222648,2,这款PC模式是怎么连接的，为什么直接电脑USB并没反应？,蓝牙或者aux线
100012222648,2,这款PC模式是怎么连接的，为什么直接电脑USB并没反应？,可以啊，电脑上喇叭那里切换一下
100012222648,2,这款PC模式是怎么连接的，为什么直接电脑USB并没反应？,按模式转换
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,时钟时间久了会变快，买回来的时候时间调了和电脑手机一样的，现在比电脑和手机快了差不多十分钟
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,音效可以的。毕竟价格摆在这里。还是挺值的。外观也很时尚，蓝牙连接挺快的
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,音效还可以，打游戏基本没延迟，我是这么觉得，都是边充边用，没用光过电量
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,不会，放心，时间会直接减去关机消耗的
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,不用对时间，
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,挺好用的。就是声音小
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,看你个人所需。时间弄好一次就是对的。声音还是可以的。玩游戏没感觉延迟
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,听个响吧~音效确实不怎么样~但也不能要求太高吧
100012222648,3,你好，那个时钟实不实用，待机长了，断电了，通电后是不是得重新对时间啊    低音    立体音效果怎么样   玩游戏连接声音延迟的有多长,别买时钟版，就是鸡肋，音质100块钱说的过去，待机不好说。
100012222648,4,有内置麦克风吗？,有的。
100012222648,4,有内置麦克风吗？,有，但是只有一巴掌距离才有效。
100012222648,4,有内置麦克风吗？,据说有，但我的不行
100012222648,4,有内置麦克风吗？,有的
100012222648,4,有内置麦克风吗？,有的哟，亲！
100012222648,4,有内置麦克风吗？,没有啊
100012222648,4,有内置麦克风吗？,有
100012222648,4,有内置麦克风吗？,据说有，还没试过
100012222648,4,有内置麦克风吗？,反正我没有
100012222648,5,能随身携带吗,有点大，放大的电脑包里还可以。
100012222648,5,能随身携带吗,很大很长，比你的牛子大长  到30倍携带不了
100012222648,5,能随身携带吗,可以 的
100012222648,5,能随身携带吗,不能 太大了
100012222648,5,能随身携带吗,放电脑包没问题
100012222648,5,能随身携带吗,太大了不方便
100012222648,5,能随身携带吗,背个包能，不背包有点长
100012222648,5,能随身携带吗,长了，不好放包里
100012222648,6,可以用U盘播放视频文件吗？,应该不行吧。视频不行。这个只是音响
100012222648,6,可以用U盘播放视频文件吗？,完全可以，我车上都能播放
100012222648,6,可以用U盘播放视频文件吗？,不能啊，音频可以
100012222648,6,可以用U盘播放视频文件吗？,不可以放视频文件
100012222648,6,可以用U盘播放视频文件吗？,只能播放音乐文件
100012222648,6,可以用U盘播放视频文件吗？,可以
100012222648,6,可以用U盘播放视频文件吗？,不行 只支持音频
100012222648,6,可以用U盘播放视频文件吗？,No
100012222648,6,可以用U盘播放视频文件吗？,不可以
100012222648,7,U盘可以用吗？,U盘，有线，和蓝牙三管齐下
100012222648,7,U盘可以用吗？,可以
100012222648,7,U盘可以用吗？,没试u盘，就用了蓝牙模式
100012222648,7,U盘可以用吗？,应该能
100012222648,7,U盘可以用吗？,可以用的哦，亲
100012222648,7,U盘可以用吗？,是音响，可以插U盘
100012222648,7,U盘可以用吗？,不清楚，给弟弟买的
100012222648,7,U盘可以用吗？,U盘？这不是音响吗
100012222648,7,U盘可以用吗？,可以
100012222648,8,电量怎么看,电量低时回语音提醒
100012222648,8,电量怎么看,看不到，电量低会提示
100012222648,8,电量怎么看,会报电量过低
100012222648,8,电量怎么看,会报电量过底
100012222648,8,电量怎么看,一个白天，还可以
100012222648,8,电量怎么看,连接蓝牙手机有显示
100012222648,8,电量怎么看,连接蓝牙上可以看见
100012222648,8,电量怎么看,没注意看  好像手机连上可以看到
100012222648,8,电量怎么看,两根线全都插在电脑上，大半夜的突然喊：电量低，请及时充电！有病啊！***一个破音响我还要用几天充一次电 啊，两根线一直插着，电脑的线也一直插着，我还要一两天天天特意的天天开机给他充电 么？提示充电就算了，还大半夜地喊！
100012222648,9,会有电流声吗,没有
100012222648,9,会有电流声吗,没有，不过有点耗电
100012222648,9,会有电流声吗,没有
100012222648,9,会有电流声吗,没有的
100012222648,9,会有电流声吗,没有
100012222648,9,会有电流声吗,没有
100012222648,9,会有电流声吗,插线  aux模式有，  别的没有
100012222648,9,会有电流声吗,没有  usb  aux只插一个就没事了  就不会有电流声
100012222648,9,会有电流声吗,我的连蓝牙微信聊天有听歌没有其他没试
100012222648,10,买蓝牙版的可以有线连接主机吗,可以的，有连接线。模式很多，可以自己选择
100012222648,10,买蓝牙版的可以有线连接主机吗,可以
100012222648,10,买蓝牙版的可以有线连接主机吗,可以的
100012222648,10,买蓝牙版的可以有线连接主机吗,可以
100012222648,10,买蓝牙版的可以有线连接主机吗,可以
100012222648,10,买蓝牙版的可以有线连接主机吗,有线连主机
100012222648,10,买蓝牙版的可以有线连接主机吗,有usb线直接连接就行
100012222648,10,买蓝牙版的可以有线连接主机吗,这什么垃圾音响，两根线全都插在电脑上，大半夜的突然喊：电量低，请及时充电！有病啊！***一个破音响我还要用几天充一次电 啊，两根线一直插着，电脑的线也一直插着，我还要一两天天天特意的天天开机给他充电 么？提示充电就算了，还大半夜地喊！
10084700869007,1,音量大吗？能不能听清,我的到了，我感觉挺大的
10084700869007,1,音量大吗？能不能听清,放客厅可以听清
10084700869007,1,音量大吗？能不能听清,挺大的，音响上还可以调音量大小，看个电影听音乐可以听清了
10084700869007,2,有电流声吗？,基本没电流声
10084700869007,2,有电流声吗？,没有
10084700869007,2,有电流声吗？,用着呢，没发现有电流声啊
10084700869007,3,电池续航怎么样?,五六个钟头吧差不多，连蓝牙刷剧挺不错
10084700869007,3,电池续航怎么样?,个把小时吧，没怎么注意过
10084700869007,3,电池续航怎么样?,续航可以
10084700869007,4,蓝牙模式下会有延迟吗,还好吧，我玩游戏没感觉到什么延迟。。。
10084700869007,4,蓝牙模式下会有延迟吗,没有
10084700869007,4,蓝牙模式下会有延迟吗,没延迟
10084700869007,5,笔记本能用吗,电脑手机笔记本都能用啊。。。
10084700869007,5,笔记本能用吗,可以用
10084700869007,5,笔记本能用吗,可以
10084700869007,6,参加线上会议，麦克风效果如何？,我打游戏用沟通起来还是挺不错的
10084700869007,6,参加线上会议，麦克风效果如何？,还行，朋友说跟他耳麦一样清楚
10084700869007,6,参加线上会议，麦克风效果如何？,还可以，收音清晰
10084700869007,7,能语音吗,能
50373333999,2,有电池吗,没有需要插电
50373333999,2,有电池吗,没有
50373333999,2,有电池吗,没有
50373333999,2,有电池吗,没有
50373333999,2,有电池吗,没有，插电版
50373333999,2,有电池吗,没有！
50373333999,2,有电池吗,没有，直接电源线的那种
50373333999,2,有电池吗,要插电用
50373333999,2,有电池吗,不需要电池，要一直插着电的
50373333999,2,有电池吗,没有，需要一直插电
50373333999,3,冲一次电能唱多少个小时？,要一直插电的
50373333999,3,冲一次电能唱多少个小时？,他是一直充的，没有插电就用不起。
50373333999,3,冲一次电能唱多少个小时？,它是个音箱，是插电用的
50373333999,3,冲一次电能唱多少个小时？,插上充电器一直没断过电
50373333999,3,冲一次电能唱多少个小时？,他这个不用充电的，要一直通着电才能用的
50373333999,3,冲一次电能唱多少个小时？,这个是一只插在充电口上的
50373333999,3,冲一次电能唱多少个小时？,一直能唱
50373333999,5,没wifi可以用么,不能使用
50373333999,5,没wifi可以用么,不可以
50373333999,5,没wifi可以用么,好像用不了
50373333999,5,没wifi可以用么,蓝牙
50373333999,5,没wifi可以用么,不能
50373333999,6,是不是正品,是的
50373333999,6,是不是正品,是正品
50373333999,6,是不是正品,是正品!没有电池！
50373333999,6,是不是正品,是正品，用的这段时间很不错
50373333999,6,是不是正品,正品
50373333999,7,可以不用连接wifi直接连接蓝牙嘛,可以
50373333999,7,可以不用连接wifi直接连接蓝牙嘛,可以的
